travel_id,tram_no,weekday,date,day_of_week,precipitation,thunder,wind,temperature,route_length,stop,time,train,odometer,start,end,interval,interval_same,inbound,outbound,passengers,wheelchair,seating,standing
48,7,OFF,2025-06-12,THU,0,0,4,20,7100,0800aB,16:16,,3630,0,0,4.5,68.5,4,2,8,1,27,96
48,7,OFF,2025-06-12,THU,0,0,4,20,7100,0700bU,16:17,,4000,0,0,4.5,68.5,1,1,8,1,27,96
48,7,OFF,2025-06-12,THU,0,0,4,20,7100,0602aB,16:20,,4450,0,0,2,32.5,0,3,5,1,27,96
48,7,OFF,2025-06-12,THU,0,0,4,20,7100,0601aB,16:22,,4840,0,0,2.5,32.5,1,0,6,1,27,96
49,10,OFF,2025-06-12,THU,0,0,3,19,12440,0300aF,16:58,8,0,1,0,14,37,23,0,23,0,32,103
49,10,OFF,2025-06-12,THU,0,0,3,19,12440,0301aF,17:00,,410,0,0,14,37,2,0,25,0,32,103
50,5,OFF,2025-06-12,THU,0,0,4,19,4290,0300aF,17:09,19,0,1,0,19,27.5,7,0,7,0,30,96
51,5,WDS,2026-02-16,MON,2,0,7,-22,4290,0300aF,15:26,5,0,1,0,5,27,60,0,60,0,32,103
52,9,WDS,2026-02-16,MON,2,0,7,-22,3040,0300aF,15:44,25,3050,1,0,11,35.5,36,0,36,1,27,96
52,9,WDS,2026-02-16,MON,2,0,7,-22,3040,0301aF,15:46,,410,0,0,11,35.5,0,8,28,1,27,96
52,9,WDS,2026-02-16,MON,2,0,7,-22,3040,0302aF,15:48,,870,0,0,11,35.5,1,1,28,1,27,96
52,9,WDS,2026-02-16,MON,2,0,7,-22,3040,0303aF,15:49,,1150,0,0,11.5,35.5,1,0,29,1,27,96
52,9,WDS,2026-02-16,MON,2,0,7,-22,3040,0200aB,15:52,,1430,0,0,4.5,35.5,2,19,12,1,27,96
52,9,WDS,2026-02-16,MON,2,0,7,-22,3040,0103aB,15:54,,1930,0,0,3,35.5,4,9,7,1,27,96
52,9,WDS,2026-02-16,MON,2,0,7,-22,3040,0102aB,15:55,,2280,0,0,3,35.5,1,0,8,1,27,96
52,9,WDS,2026-02-16,MON,2,0,7,-22,3040,0101aB,15:57,,2710,0,0,3,35.5,1,4,5,1,27,96
52,9,WDS,2026-02-16,MON,2,0,7,-22,3040,0100aB,15:59,,3050,0,1,3.5,35.5,0,5,0,1,27,96
53,9,WDS,2026-02-16,MON,2,0,7,-22,3040,0100aF,16:01,,,1,0,3,34.5,2,0,2,1,27,96
54,1,WDS,2026-02-16,MON,2,0,7,-22,12200,0100aB,16:06,,12100,0,1,6,11.5,0,6,0,1,27,96
55,9,WDS,2026-02-16,MON,2,0,7,-22,3040,0100aB,16:07,,3050,0,1,3.5,35.5,0,3,0,1,27,96
56,1,WDS,2026-02-16,MON,2,0,7,-22,12200,0100aF,16:08,,0,1,0,6,11,1,0,1,1,27,96
57,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0100aF,16:11,,0,1,0,5,12,4,0,4,1,27,96
58,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0100aB,16:13,,12200,0,1,4.5,12,0,8,0,1,33,94
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0100aF,16:14,,0,1,0,5,12,6,0,6,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0101aF,16:16,,360,0,0,4.5,12,9,1,14,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0102aF,16:17,,770,0,0,4.5,12,0,0,14,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0103aF,16:18,,1120,0,0,5,12,8,3,19,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0600aF,16:22,,1890,0,0,7.5,12,2,6,15,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0601aF,16:24,,2180,0,0,7.5,12,4,0,19,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0602aF,16:25,,2620,0,0,7,12,5,3,21,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0700aA,16:28,,3040,0,0,7,12,0,10,11,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0503aB,16:30,,3470,0,0,6.5,12,1,1,11,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0502aB,16:32,,3840,0,0,6,12,4,4,11,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0501aB,16:33,,4110,0,0,6.5,12,4,0,15,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0500aB,16:35,,4530,0,0,12,12,4,3,16,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0410aB,16:37,,5060,0,0,12,12,1,0,17,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0409aB,16:40,,5640,0,0,12,12,9,7,19,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0408aB,16:41,,6210,0,0,6,12,3,1,21,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0407aB,16:43,,6770,0,0,6,12,2,1,22,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0406aB,16:45,,7110,0,0,6,12,1,0,23,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0405aB,16:46,,7460,0,0,6,12,0,2,21,0,32,103
59,3,WDS,2026-02-16,MON,2,0,7,-22,12200,0404aB,16:49,81,7960,0,0,6,12,1,11,11,0,32,103
60,4,WDS,2026-02-16,MON,2,0,7,-22,15700,0404aB,16:50,85,8470,0,0,6,12,4,4,12,0,32,103
61,9,WDS,2026-04-16,THU,1,0,2,11,3040,0300aF,15:25,3,3050,1,0,10,33.5,39,0,39,1,27,96
62,5,WDS,2026-04-16,THU,1,0,2,11,4290,0300aF,15:31,10,0,1,0,5,27,35,0,35,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0300aF,15:36,14,0,1,0,12,33,27,0,27,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0301aF,15:39,,410,0,0,12,33,5,0,32,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0302aF,15:40,,870,0,0,12,33,3,0,35,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0303aF,15:41,,1150,0,0,12,33,0,0,35,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0200aB,15:46,,1430,0,0,5,33,2,2,35,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0600aF,15:48,,1750,0,0,5.5,33,0,2,33,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0601aF,15:50,,2050,0,0,5.5,33,0,2,31,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0602aF,15:51,,2480,0,0,6,33,6,4,33,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0700bU,15:53,,9700,0,0,5.5,44,1,6,28,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0800aF,15:55,,3250,0,0,5.5,33,0,5,23,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0801aF,15:56,,3540,0,0,5.5,33,2,1,24,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0802aF,15:58,,4180,0,0,5,33,2,0,26,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0900aF,16:00,,4800,0,0,6,33,2,9,19,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0901aF,16:02,,5170,0,0,6,33,0,4,15,1,27,96
63,10,WDS,2026-04-16,THU,1,0,2,11,12440,0902aF,16:03,,5570,0,0,6,33,1,1,15,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0902aB,16:05,,1350,0,0,6,37,1,1,13,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0901aB,16:06,,1710,0,0,6,37,5,0,18,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0900aB,16:08,,2130,0,0,6,37,3,4,17,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0802aB,16:10,,2710,0,0,5.5,37,1,0,18,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0800aB,16:12,,3630,0,0,5,37,3,4,18,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0801aB,16:12,,3400,0,0,5.5,37,1,0,19,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0700bU,16:15,,4000,0,0,5.5,37,3,2,19,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0602aB,16:17,,4450,0,0,4,37,1,4,16,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0601aB,16:21,,4840,0,0,4,37,1,1,16,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0600aB,16:22,,5150,0,0,4.5,37,0,5,11,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0103aB,16:26,,5900,0,0,2.5,37,1,2,10,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0102aB,16:27,,6250,0,0,2.5,37,0,0,10,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0101aB,16:28,,6680,0,0,2.5,37,0,7,3,1,27,96
64,7,WDS,2026-04-16,THU,1,0,2,11,7100,0100aB,16:29,,7020,0,1,3,37,0,3,0,1,27,96
65,3,WDS,2026-04-16,THU,1,0,2,11,12200,0100aB,16:35,,12200,0,1,5.5,12,0,6,0,0,30,96
66,7,WDS,2026-04-16,THU,1,0,2,11,7100,0100aF,16:36,,0,1,0,5.5,36,10,0,10,1,27,96
67,9,WDS,2026-04-16,THU,1,0,2,11,3040,0103aB,17:24,,1930,0,0,3.5,,2,1,3,1,27,96
67,9,WDS,2026-04-16,THU,1,0,2,11,3040,0102aB,17:25,,2280,0,0,3.5,,0,1,2,1,27,96
67,9,WDS,2026-04-16,THU,1,0,2,11,3040,0101aB,17:28,,2710,0,0,3.5,,0,2,0,1,27,96
67,9,WDS,2026-04-16,THU,1,0,2,11,3040,0100aB,17:29,,3050,0,1,3,,0,0,0,1,27,96
68,3,WDS,2026-04-16,THU,0,0,2,10,12200,0100aF,17:31,,0,1,0,2.5,12,5,0,5,0,30,96
69,9,WDS,2026-04-16,THU,0,0,2,10,3040,0100aF,17:35,,,1,0,2,,1,0,1,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0100aF,17:38,,0,1,0,3.5,35,2,0,2,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0101aF,17:40,,360,0,0,4,35,12,0,14,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0102aF,17:42,,770,0,0,4,35,1,0,15,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0103aF,17:43,,1120,0,0,4,35,8,0,23,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0600aF,17:48,,1890,0,0,5,35,2,3,22,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0601aF,17:50,,2180,0,0,5,35,2,4,20,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0602aF,17:52,,2620,0,0,4.5,35,2,3,19,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0700bD,17:56,,3070,0,0,5,35,0,4,15,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0800aF,17:57,,3390,0,0,5.5,35,0,2,13,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0801aF,17:58,,3670,0,0,5.5,35,0,2,11,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0802aF,18:00,,4320,0,0,5,35,0,0,11,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0900aF,18:02,,4940,0,0,6,35,1,2,10,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0901aF,18:03,,5310,0,0,6,35,0,2,8,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,0902aF,18:04,,5710,0,0,6,35,0,4,4,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,1000aF,18:06,,6340,0,0,35,35,0,0,4,1,27,96
70,7,WDS,2026-04-16,THU,0,0,2,10,7100,1001aF,18:08,,7110,0,1,35,35,0,4,0,1,27,96
71,7,WDS,2026-04-16,THU,0,0,2,10,7100,1001aB,18:10,,0,1,0,33.5,33.5,5,0,5,1,27,96
71,7,WDS,2026-04-16,THU,0,0,2,10,7100,1000aB,18:12,,700,0,0,33.5,33.5,0,0,5,1,27,96
71,7,WDS,2026-04-16,THU,0,0,2,10,7100,0902aB,18:14,,1350,0,0,6,33.5,0,2,3,1,27,96
71,7,WDS,2026-04-16,THU,0,0,2,10,7100,0901aB,18:16,,1710,0,0,6,33.5,1,1,3,1,27,96
71,7,WDS,2026-04-16,THU,0,0,2,10,7100,0900aB,18:17,,2130,0,0,6,33.5,1,0,4,1,27,96
71,7,WDS,2026-04-16,THU,0,0,2,10,7100,0802aB,18:19,,2710,0,0,5,33.5,1,0,5,1,27,96
72,4,WDS,2026-04-16,THU,0,0,2,11,15700,0802aF,18:22,,13800,0,0,6,12,0,0,24,0,30,96
72,4,WDS,2026-04-16,THU,0,0,2,11,15700,1203aB,18:24,,14200,0,0,12,12,0,7,17,0,30,96
72,4,WDS,2026-04-16,THU,0,0,2,11,15700,1202aB,18:25,,14600,0,0,12,12,1,4,14,0,30,96
72,4,WDS,2026-04-16,THU,0,0,2,11,15700,1201aB,18:27,,14900,0,0,12,12,1,2,13,0,30,96
72,4,WDS,2026-04-16,THU,0,0,2,11,15700,1200aB,18:28,,15300,0,0,12,12,1,5,9,0,30,96
72,4,WDS,2026-04-16,THU,0,0,2,11,15700,1101aB,18:30,,0,0,1,12,12,0,9,0,0,30,96
73,4,WDS,2026-04-16,THU,0,0,2,11,15700,1101aB,18:33,,0,1,0,12,12,11,0,11,0,30,96
73,4,WDS,2026-04-16,THU,0,0,2,11,15700,1100aB,18:34,,437,0,0,12,12,4,2,13,0,30,96
73,4,WDS,2026-04-16,THU,0,0,2,11,15700,0902aB,18:35,,781,0,0,12,12,1,0,14,0,30,96
73,4,WDS,2026-04-16,THU,0,0,2,11,15700,0901aB,18:37,,1140,0,0,12,12,0,3,11,0,30,96
73,4,WDS,2026-04-16,THU,0,0,2,11,15700,0900aB,18:38,,1540,0,0,12,12,1,2,10,0,30,96
73,4,WDS,2026-04-16,THU,0,0,2,11,15700,0802aB,18:40,,2140,0,0,6,12,3,0,13,0,30,96
73,4,WDS,2026-04-16,THU,0,0,2,11,15700,0801aB,18:42,,2790,0,0,6,12,2,0,15,0,30,96
73,4,WDS,2026-04-16,THU,0,0,2,11,15700,0800aB,18:45,,3060,0,0,6,12,1,0,16,0,30,96
73,4,WDS,2026-04-16,THU,0,0,2,11,15700,0700bU,18:46,,3430,0,0,6,12,2,5,13,0,30,96
73,4,WDS,2026-04-16,THU,0,0,2,11,15700,0503aB,18:48,,3950,0,0,9.5,12,6,3,16,0,30,96
73,4,WDS,2026-04-16,THU,0,0,2,11,15700,0502aB,18:49,,4320,0,0,3.5,12,5,2,19,0,30,96
74,4,WDS,2026-04-16,THU,0,0,2,10,15700,0502aB,18:56,,3840,0,0,6,12,2,2,9,1,27,96
74,4,WDS,2026-04-16,THU,0,0,2,10,15700,0501aB,18:57,,4110,0,0,9,12,1,2,8,1,27,96
74,4,WDS,2026-04-16,THU,0,0,2,10,15700,0500aB,18:58,,4530,0,0,8.5,12,3,0,11,1,27,96
74,4,WDS,2026-04-16,THU,0,0,2,10,15700,0410aB,19:01,,5060,0,0,9,12,4,2,13,1,27,96
74,4,WDS,2026-04-16,THU,0,0,2,10,15700,0409aB,19:03,,5640,0,0,9,12,5,2,16,1,27,96
74,4,WDS,2026-04-16,THU,0,0,2,10,15700,0408aB,19:04,,6210,0,0,3.5,12,1,0,17,1,27,96
74,4,WDS,2026-04-16,THU,0,0,2,10,15700,0407aB,19:06,,6770,0,0,3.5,12,1,0,18,1,27,96
74,4,WDS,2026-04-16,THU,0,0,2,10,15700,0406aB,19:08,,7110,0,0,3.5,12,0,4,14,1,27,96
75,4,WDS,2026-04-16,THU,0,0,2,11,15700,0406aB,19:15,,7590,0,0,3.5,12,0,5,15,1,27,96
75,4,WDS,2026-04-16,THU,0,0,2,11,15700,0405aB,19:17,,7930,0,0,3.5,12,0,3,12,1,27,96
75,4,WDS,2026-04-16,THU,0,0,2,11,15700,0404aB,19:18,10,8470,0,0,3.5,12,8,8,12,1,27,96
75,4,WDS,2026-04-16,THU,0,0,2,11,15700,0403aB,19:21,,9030,0,0,4,12,12,0,24,1,27,96
75,4,WDS,2026-04-16,THU,0,0,2,11,15700,0402aB,19:22,,9370,0,0,3.5,12,3,2,25,1,27,96
75,4,WDS,2026-04-16,THU,0,0,2,11,15700,0401aB,19:24,,9770,0,0,4,12,3,0,28,1,27,96
75,4,WDS,2026-04-16,THU,0,0,2,11,15700,0400aB,19:26,,10500,0,0,4,12,1,4,25,1,27,96
75,4,WDS,2026-04-16,THU,0,0,2,11,15700,0200aB,19:28,,11000,0,0,2,12,1,8,18,1,27,96
